CFV COINFUND  —  SAM MASTER LIST  |  270-Day Battle Plan (Data Quality Resolved),,,,,,,,,,,,,
"2,144 firms   |   P1: 410   |   P2: 1,339   |   P3: 395   |   Phones: all resolved   |   Est. capital at 20% conversion: $5.97B",,,,,,,,,,,,,
Rank,Priority,Firm Name,City,State,Zip,Phone,AUM,AUM Tier,Est. Commit,Territory,Status,Notes,Address
1221,P2,LEX FERENDA LITIGATION FUNDING LLC,RYE BROOK,NY,10573,(203) 570-5839,"$59,500,000",$50-100M,"$1,785,000",Associate 2,,,72 VALLEY TERRACE
1222,P2,GRAY CUBE SPORTS LLC,NEW YORK,NY,10036,(646) 247-2907,"$59,209,900",$50-100M,"$1,776,297",Associate 2,,,1177 AVENUE OF THE AMERICAS
1223,P2,WEFUNDER,SAN FRANCISCO,CA,94103,(415) 209-5902,"$59,123,356",$50-100M,"$1,773,701",Associate 2,,,1885 MISSION ST.
1224,P2,"SAFANAD INDUSTRY CAPITAL INTERNET INFRASTRUCTURE MANAGEMENT, LLC",NEW YORK,NY,10017-4902,(212) 468-5600,"$59,082,515",$50-100M,"$1,772,475",Associate 2,,,505 5TH AVENUE
1225,P2,VMG 2021 LLC,STAMFORD,CT,6902,(203) 807-1013,"$59,048,000",$50-100M,"$1,771,440",Associate 2,,,700 CANAL STREET
1226,P2,"STARKILLER IM, LLC",HOLBROOK,NY,11741,(914) 582-1295,"$59,012,784",$50-100M,"$1,770,384",Associate 2,,,4250 VETERANS MEMORIAL HWY
1227,P2,"SV  TECH VENTURES, INC.",PALO ALTO,CA,94301,(408) 835-7858,"$58,700,000",$50-100M,"$1,761,000",Associate 2,,,543 BRYANT STREET
1228,P2,"NEW STACK, LLC",CHICAGO,IL,60607,(312) 804-3306,"$58,466,162",$50-100M,"$1,753,985",Associate 2,,,171 N ABERDEEN ST
1229,P2,"HEALTHIER CAPITAL, LLC",MENLO PARK,CA,94025,(650) 209-0777,"$58,400,000",$50-100M,"$1,752,000",Associate 2,,,"1300 EL CAMINO REAL,"
1230,P2,"ACVC MANAGEMENT, LLC",PALO ALTO,CA,94301,(650) 209-0318,"$58,330,932",$50-100M,"$1,749,928",Associate 2,,,459 HAMILTON AVE. SUITE 304
1231,P2,"K PROPERTY MANAGER, LLC",WESTPORT,CT,6880,(212) 359-0743,"$58,140,032",$50-100M,"$1,744,201",Associate 2,,,191 BAYBERRY LANE
1232,P2,REMUS CAPITAL,BOSTON,MA,2110,(630) 930-8828,"$57,850,000",$50-100M,"$1,735,500",Associate 2,,,101 ARCH STREET
1233,P2,"BCM CT, INC.",GREENWICH,CT,6830,(203) 769-2345,"$57,770,711",$50-100M,"$1,733,121",Associate 2,,,500 WEST PUTNAM AVE
1234,P2,"BLOOM EQUITY PARTNERS MANAGEMENT, LLC",NEW YORK,NY,10017,(000) 000-0000,"$57,600,000",$50-100M,"$1,728,000",Associate 2,,,11 EAST 44TH STREET
1235,P2,"CHARTWELL FAMILY OFFICE, LLC",PALM DESERT,CA,92260,(760) 341-4888,"$57,587,629",$50-100M,"$1,727,629",Associate 2,,,73061 EL PASEO
1236,P2,BEHRENS INVESTMENT GROUP MANAGEMENT LLC,NEW YORK,NY,10022,(212) 594-4400,"$57,435,109",$50-100M,"$1,723,053",Associate 2,,,445 PARK AVENUE
1237,P2,"MHS CAPITAL MANAGEMENT, LLC",SAN MATEO,CA,94403,(650) 687-5000,"$57,325,835",$50-100M,"$1,719,775",Associate 2,,,2121 S. EL CAMINO REAL
1238,P2,KALMIA ADVISORS INC.,ROCKVILLE CENTRE,NY,11570-1501,(516) 446-1636,"$57,317,268",$50-100M,"$1,719,518",Associate 2,,,46 DOGWOOD LANE
1239,P2,NEWARK VENTURE PARTNERS,NEW YORK,NY,10013,(973) 888-9027,"$57,163,054",$50-100M,"$1,714,892",Associate 2,,,"60 CHARLTON STREET, FLOOR 12"
1240,P2,"BSF II GP, LLC",BERKELEY,CA,94704,(510) 859-8643,"$57,124,878",$50-100M,"$1,713,746",Associate 2,,,2150 SHATTUCK BLVD
1241,P2,UNITY ANGELS MANAGEMENT INC.,LOS ANGELES,CA,90034,(302) 289-6855,"$57,057,073",$50-100M,"$1,711,712",Associate 2,,,6075 HARGIS ST
1242,P2,"CHESSICA MANAGEMENT GROUP, LLC",LANCASTER,NY,14086,(716) 393-9609,"$57,000,000",$50-100M,"$1,710,000",Associate 2,,,3725 WALDEN AVENUE
1243,P2,"MASTRY IM, LLC",NEW YORK,NY,10013,(781) 913-3381,"$56,926,071",$50-100M,"$1,707,782",Associate 2,,,372 BROADWAY
1244,P2,"TECHU ANGELS MANAGEMENT, INC.",CEDARHURST,NY,11516,(646) 807-8880,"$56,865,600",$50-100M,"$1,705,968",Associate 2,,,488 CENTRAL AVE
1245,P2,IRON ROAD,CHICAGO,IL,60606,(312) 858-1670,"$56,800,816",$50-100M,"$1,704,024",Associate 2,,,200 S WACKER DRIVE
1246,P2,AG DILLON ASSET MANAGEMENT LP,NEW YORK,NY,10065,(347) 642-2640,"$56,745,851",$50-100M,"$1,702,376",Associate 2,,,1167 2ND AVE
1247,P2,FELLOWS FUND MANAGEMENT LLC,CAMPBELL,CA,95008,(408) 499-8345,"$56,659,988",$50-100M,"$1,699,800",Associate 2,,,500 EAST HAMILTON AVE. #1043
1248,P2,"HCV MANAGEMENT VIII, LLC",CAMBRIDGE,MA,2141,(617) 252-4343,"$56,456,316",$50-100M,"$1,693,689",Associate 2,,,47 THORNDIKE ST
1249,P2,"HAVEN VENTURE PARTNERS, LLC",PALO ALTO,CA,94306,(646) 673-1421,"$56,257,807",$50-100M,"$1,687,734",Associate 2,,,"3000 EL CAMINO REAL, BLDG 4, SUITE 200"
1250,P2,SISU MANAGEMENT LLC,ST. BARRINGTON,IL,60010,(847) 382-8368,"$56,169,845",$50-100M,"$1,685,095",Associate 2,,,3 POLO DR.
1251,P2,COMMONWEALTH VENTURE MANAGEMENT CORP.,WOBURN,MA,1801,(781) 890-5554,"$55,784,577",$50-100M,"$1,673,537",Associate 2,,,400 WEST CUMMINGS PARK
1252,P2,BLG ADVISOR LLC,BOSTON,MA,2114,(857) 277-2989,"$55,740,000",$50-100M,"$1,672,200",Associate 2,,,100 CAMBRIDGE ST.
1253,P2,"CONNECT VENTURES MANAGEMENT COMPANY, LLC",LOS ANGELES,CA,90067,(424) 288-2646,"$55,656,566",$50-100M,"$1,669,697",Associate 2,,,2000 AVENUE OF THE STARS
1254,P2,COROMANDEL CAPITAL,PASADENA,CA,91107,(626) 460-2734,"$55,613,971",$50-100M,"$1,668,419",Associate 2,,,3452 E FOOTHILL BLVD
1255,P2,"SOFTBANK, INC.",NEWTON,MA,2459,(617) 928-9309,"$55,592,061",$50-100M,"$1,667,762",Associate 2,,,10 LANGLEY ROAD
1256,P2,10H CAPITAL,SKOKIE,IL,60076,(224) 619-4423,"$55,556,175",$50-100M,"$1,666,685",Associate 2,,,"4711 GOLF ROAD, STE 200"
1257,P2,"LUMA BIO-IT MANAGEMENT, LLC",NEW YORK,NY,10021,(212) 829-3500,"$55,512,203",$50-100M,"$1,665,366",Associate 2,,,217 EAST 70TH STREET
1258,P2,"STILL LAKE CAPITAL, LLC",WILTON,CT,6897,(914) 514-5001,"$55,499,720",$50-100M,"$1,664,992",Associate 2,,,142 OLD RIDGEFIELD ROAD
1259,P2,CITYROCK VENTURE PARTNERS,NEW YORK,NY,10020,(212) 372-7163,"$55,311,736",$50-100M,"$1,659,352",Associate 2,,,600 5TH AVE
1260,P2,"ROSS CREEK CAPITAL MANAGEMENT, LLC",LARKSPUR,CA,94939,(415) 615-5242,"$55,301,039",$50-100M,"$1,659,031",Associate 2,,,80 E SIR FRANCIS DRAKE BLVD
1261,P2,LANDMARK VALUE INVESTMENTS,NEW YORK,NY,10003,(212) 334-7878,"$55,300,000",$50-100M,"$1,659,000",Associate 2,,,228 PARK AVENUE SOUTH
1262,P2,"FILAMENT CAPITAL MANAGEMENT, LLC",BROOKLYN,NY,11249,(732) 707-5170,"$55,261,834",$50-100M,"$1,657,855",Associate 2,,,242 WYTHE AVE
1263,P2,MERCURIUS MEDIA CAPITAL LLC,REDWOOD CITY,CA,94065,(650) 241-3653,"$55,000,000",$50-100M,"$1,650,000",Associate 2,,,100 MARINE PARKWAY
1264,P2,"ARCADIAN CAPITAL MANAGEMENT, LLC",BEVERLY HILLS,CA,90210,(310) 795-2919,"$54,911,120",$50-100M,"$1,647,334",Associate 2,,,9663 SANTA MONICA BLVD #1038
1265,P2,JPL MANAGEMENT SERVICES LLC,RYE,NY,10580,(914) 338-8112,"$54,675,015",$50-100M,"$1,640,250",Associate 2,,,1 HARDING DRIVE
1266,P2,THE MIDWAY GROUP,NEW YORK,NY,10014,(212) 739-6888,"$54,598,190",$50-100M,"$1,637,946",Associate 2,,,175 VARICK STREET
1267,P2,"BLUEIO MANAGEMENT, LLC",BURLINGTON,MA,1803,(617) 899-0294,"$54,527,493",$50-100M,"$1,635,825",Associate 2,,,C/O GOODWIN PARTNERS
1268,P2,"CRESCENDO ADVISORS II, LLC",NEW YORK,NY,10017,(212) 319-7676,"$54,449,092",$50-100M,"$1,633,473",Associate 2,,,777 THIRD AVENUE
1269,P2,TAPESTRY VC,SAN FRANCISCO,CA,94133,(415) 212-8902,"$54,428,809",$50-100M,"$1,632,864",Associate 2,,,595 PACIFIC AVE
1270,P2,"CIV INVESTMENT MANAGEMENT, LLC",VENICE,CA,90291,(310) 243-6798,"$54,106,446",$50-100M,"$1,623,193",Associate 2,,,901 ABBOT KINNEY
1271,P2,PLANETEER CAPITAL,NEW YORK,NY,10011,(978) 489-9452,"$54,100,000",$50-100M,"$1,623,000",Associate 2,,,"207 W 14TH ST, APT #3F"
1272,P2,"SOMAR CAPITAL MANAGEMENT, LP",NEW YORK,NY,10019,(646) 893-7279,"$54,000,000",$50-100M,"$1,620,000",Associate 2,,,3 COLUMBUS CIRCLE
1273,P2,"STEAMBOAT VENTURES ASIA MANAGEMENT, LTD.",BURBANK,CA,91505,(818) 858-1890,"$53,755,251",$50-100M,"$1,612,658",Associate 2,,,"4100 W. ALAMEDA AVE., #300"
1274,P2,"INYAREK RNG MANAGEMENT, LP",DEDHAM,MA,2026,(617) 675-2414,"$53,705,277",$50-100M,"$1,611,158",Associate 2,,,770 LEGACY PLACE
1275,P2,"PATHBREAKER VENTURES II, LLC",CORTE MADERA,CA,94925,(678) 232-2664,"$53,628,244",$50-100M,"$1,608,847",Associate 2,,,145 CORTE MADERA TOWN CENTER
1276,P2,DELCAM CAPITAL,HOPEDALE,MA,1747,(617) 281-7038,"$53,599,108",$50-100M,"$1,607,973",Associate 2,,,50 MELLEN STREET
1277,P2,GRAND CROSSING CAPITAL LLC,OAKBROOK TERRACE,IL,60181,(630) 282-4565,"$53,517,636",$50-100M,"$1,605,529",Associate 2,,,18W140 BUTTERFIELD ROAD
1278,P2,"LIFE LINE FAMILY HERITAGE FUND MANAGEMENT, LLC",BEVERLY HILLS,CA,90211,(323) 452-9548,"$53,440,000",$50-100M,"$1,603,200",Associate 2,,,8447 WILSHIRE BLVD
1279,P2,THE WESTLY GROUP,MENLO PARK,CA,94025,(650) 275-7420,"$53,427,318",$50-100M,"$1,602,820",Associate 2,,,2200 SAND HILL ROAD
1280,P2,DNX VENTURES,SAN MATEO,CA,94401,(858) 449-4173,"$53,000,000",$50-100M,"$1,590,000",Associate 2,,,55E 3RD AVE
1281,P2,"SMOAK CAPITAL MANAGEMENT, LLC",PARKER,CO,80138,(864) 360-0384,"$53,000,000",$50-100M,"$1,590,000",Associate 2,,,11020 S PIKES PEAK DR
1282,P2,"MERCHANT ADVENTURE INVESTMENT ADVISORS, LLC",PALO ALTO,CA,94301,(510) 921-0101,"$52,980,384",$50-100M,"$1,589,412",Associate 2,,,"530 LYTTON AVENUE, 2ND FLOOR"
1283,P2,FLEET REAL ESTATE PARTNERS,NEW YORK,NY,10017,(212) 840-1520,"$52,763,919",$50-100M,"$1,582,918",Associate 2,,,505 FIFTH AVENUE
1284,P2,11 TRIBES VENTURES,OAKBROOK TERRACE,IL,60181,(630) 744-9088,"$52,687,000",$50-100M,"$1,580,610",Associate 2,,,1 MID AMERICA PLAZA
1285,P2,"TRU-CAPITAL INVESTMENT FUND, LLC",NEW YORK,NY,10018,(929) 656-2565,"$52,497,400",$50-100M,"$1,574,922",Associate 2,,,39 WEST 37TH STREET
1286,P2,"BURST CAPITAL MANAGEMENT, LLC",SAN FRANCISCO,CA,94114,(415) 265-5740,"$52,452,345",$50-100M,"$1,573,570",Associate 2,,,2261 MARKET STREET
1287,P2,"DIVERGENT CAPITAL MANAGEMENT COMPANY, LLC",NEW YORK,NY,10128,(516) 633-6385,"$51,952,430",$50-100M,"$1,558,573",Associate 2,,,1636 THIRD AVENUE #241
1288,P2,BALANCE CAPITAL PARTNERS L.P.,NEW YORK,NY,10010,(610) 331-3187,"$51,843,559",$50-100M,"$1,555,307",Associate 2,,,287 PARK AVENUE S
1289,P2,"BRIDLE PATH CAPITAL MANAGEMENT, LP",NEW YORK,NY,10023,(646) 844-1688,"$51,190,594",$50-100M,"$1,535,718",Associate 2,,,157 COLUMBUS AVE
1290,P2,IGNIA PARTNERS,BOSTON,MA,2110,+52 (811) 027-4518,"$51,091,442",$50-100M,"$1,532,743",Associate 2,,,101 ARCH STREET 8TH FLOOR
1291,P2,"DOEPFNER CAPITAL MANAGEMENT, L.P.",LOS ANGELES,CA,90038,(618) 226-1440,"$51,000,000",$50-100M,"$1,530,000",Associate 2,,,925 NORTH LA BREA AVE
1292,P2,LAUNCHPAD CAPITAL MANAGEMENT COMPANY LLC,OAKLAND,CA,94612,(510) 692-9600,"$50,926,068",$50-100M,"$1,527,782",Associate 2,,,180 GRAND AVE
1293,P2,"WATERTOWER VENTURES MANAGEMENT, LLC",BEVERLY HILLS,CA,90211,(310) 701-3111,"$50,897,171",$50-100M,"$1,526,915",Associate 2,,,8383 WILSHIRE BLVD
1294,P2,THE EQUITY ALLIANCE,NEW YORK,NY,10012,(646) 244-2374,"$50,737,363",$50-100M,"$1,522,121",Associate 2,,,"65 GREENE STREET, 5TH FLOOR"
1295,P2,DECASONIC,CHICAGO,IL,60642,(707) 728-5478,"$50,571,142",$50-100M,"$1,517,134",Associate 2,,,406 N SANGAMON STREET
1296,P2,BLUE FOREST ASSET MANAGEMENT,SACRAMENTO,CA,95822,(916) 234-3690,"$50,505,051",$50-100M,"$1,515,152",Associate 2,,,5960 S LAND PARK DR
1297,P2,"TC WORKS, LLC",SAN FRANCISCO,CA,94105,(415) 489-3467,"$50,369,462",$50-100M,"$1,511,084",Associate 2,,,135 MAIN STREET
1298,P2,49 PALMS VENTURES,PALO ALTO,CA,94301,(650) 640-7704,"$50,200,000",$50-100M,"$1,506,000",Associate 2,,,"405 LYTTON AVENUE, SUITE 1A"
1299,P2,"8-BIT CAPITAL MANAGEMENT, LLC",SAN FRANCISCO,CA,94104,(415) 685-3815,"$50,128,978",$50-100M,"$1,503,869",Associate 2,,,548 MARKET ST
1300,P2,"BYERS CAPITAL INVESTMENT ADVISORY, LLC",MENLO PARK,CA,94025,(510) 828-0359,"$50,095,129",$50-100M,"$1,502,854",Associate 2,,,2750 SAND HILL ROAD
1301,P2,SHOREWIND CAPITAL LLC,SAN FRANCISCO,CA,94111,(404) 465-4160,"$50,003,322",$50-100M,"$1,500,100",Associate 2,,,100 PINE STREET
1302,P2,EDITION VENTURES LLC,GREENBRAE,CA,94904,(415) 694-8188,"$50,000,000",$50-100M,"$1,500,000",Associate 2,,,100 DRAKES LANDING ROAD
1303,P2,OS PARTNERS LLC,SAN FRANCISCO,CA,94111,(415) 264-8013,"$50,000,000",$50-100M,"$1,500,000",Associate 2,,,615 FRONT STREET
1304,P2,"INFINITE VENTURE MANAGER X, LLC",ASPEN,CO,81611,(917) 847-7177,"$50,000,000",$50-100M,"$1,500,000",Associate 2,,,120 BUCKLEY DRIVE
1305,P2,"SCALEUP LATAM, LLC",CAMBRIDGE,MA,2142,(617) 899-4546,"$50,000,000",$50-100M,"$1,500,000",Associate 2,,,"1 BROADWAY AVE., 14TH FLOOR"
1306,P2,PRANA REAL ESTATE FINANCE LLC,NEW YORK,NY,10023,(212) 373-6160,"$49,959,533",Under $50M,"$1,498,786",Associate 2,,,1995 BROADWAY
1307,P2,INNING ONE,NEW YORK,NY,10019,(917) 623-3448,"$49,810,861",Under $50M,"$1,494,326",Associate 2,,,"152 W. 57TH STREET, 27TH FLOOR"
1308,P2,WINDSHEAR MANAGEMENT INC.,NEW YORK,NY,10019,(240) 478-1999,"$49,798,203",Under $50M,"$1,493,946",Associate 2,,,"650 5TH AVENUE, FL 12"
1309,P2,THE HIVE,PALO ALTO,CA,94301,(408) 464-7075,"$49,779,568",Under $50M,"$1,493,387",Associate 2,,,720 UNIVERSITY AVE
1310,P2,AIIM PARTNERS,PALO ALTO,CA,94306,(650) 999-0417,"$49,776,344",Under $50M,"$1,493,290",Associate 2,,,2951 EL CAMINO REAL
1311,P2,"A. WALKER & CO, LLC",NEW YORK,NY,10152,(631) 707-1313,"$49,490,000",Under $50M,"$1,484,700",Associate 2,,,375 PARK AVENUE
1312,P2,25MADISON PROPEL FUND MANAGEMENT COMPANY,NEW YORK,NY,10003,(917) 808-4200,"$49,350,000",Under $50M,"$1,480,500",Associate 2,,,817 BROADWAY
1313,P2,BAYBOSTON MANAGERS LLC,BOSTON,MA,2210,(617) 607-4604,"$49,304,613",Under $50M,"$1,479,138",Associate 2,,,22 BOSTON WHARF ROAD
1314,P2,"BROOKLYN BRIDGE VENTURES, INC.",BROOKLYN,NY,11217,(347) 661-7481,"$49,141,966",Under $50M,"$1,474,259",Associate 2,,,45 PLAZA STREET WEST
1315,P2,CRYPTO LOTUS LLC,SAN FRANCISCO,CA,94108,(510) 495-4227,"$49,111,874",Under $50M,"$1,473,356",Associate 2,,,650 CALIFORNIA STREET
1316,P2,ALPHA PAYMENT LTD,SPRINGS,CO,80918,(646) 348-7253,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,"6547 N ACADEMY BLVD,"
1317,P2,THEVGPRO LTD,DENVER,CO,80222,(719) 694-3525,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,3043 S CHERRY WAY
1318,P2,LIGHTNING EXCHANGE LTD,DENVER,CO,80202,(646) 348-3253,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,1312 17TH STREET
1319,P2,ROBIN MARKETS INC,GREENWOOD VILLAGE,CO,80111,(646) 349-8273,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,5445 DTC PARKWAY
1320,P2,CRYPTOORBIT LTD,DENVER,CO,80203,(719) 694-3525,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,1831 PEARL ST
1321,P2,IDEAL FINANCE LTD,AURORA,CO,80013,(719) 694-3525,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,2574 S RIFLE STREET
1322,P2,SYNO INFINITY LTD,DENVER,CO,80202,(646) 348-7729,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,1020 15TH ST
1323,P2,STOCK FINANCE LTD,DENVER,CO,80203,(719) 694-3525,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,1500 N GRANT ST STE R
1324,P2,SUMMIT EQUITY PARTNERS LTD.,CENTENNIAL,CO,80112,(646) 348-6573,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,12200 E BRIARWOOD AVE
1325,P2,GOLDONLINE GLOBAL LTD,DENVER,CO,80203,(646) 358-1907,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,1500 N GRANT ST STE R
1326,P2,"AINQT CO,.LTD.",NEW YORK,NY,10022,(646) 347-2581,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,437 MADISON AVE
1327,P2,CHAINBREEZE TECH LTD.,NEW YORK,NY,11249,(646) 347-3354,"$48,960,522",Under $50M,"$1,468,816",Associate 2,,,25 KENT AVE
1328,P2,BRAVE CAPITAL MANAGEMENT LLC,SAN RAFAEL,CA,94903,(650) 272-0075,"$48,943,075",Under $50M,"$1,468,292",Associate 2,,,454 LAS GALLINAS AVE #2011
1329,P2,COURIZON PARTNERS LLC,NEW YORK,NY,10022,(212) 680-4994,"$48,931,250",Under $50M,"$1,467,938",Associate 2,,,300 PARK AVENUE
1330,P2,WHEELHOUSE 360 ADVISORS LP,STAMFORD,CT,6902,(203) 344-0234,"$48,887,520",Under $50M,"$1,466,626",Associate 2,,,4 STAR POINT
1331,P2,MARCH ALTUS CAPITAL MANAGEMENT LP,GREENWICH,CT,6830,(203) 983-4900,"$48,668,439",Under $50M,"$1,460,053",Associate 2,,,ONE FAWCETT PLACE
1332,P2,"ENVISAGE CAPITAL MANAGEMENT, LLC",BEVERLY HILLS,CA,90212,(310) 860-6133,"$48,554,226",Under $50M,"$1,456,627",Associate 2,,,"9701 WILSHIRE BLVD.,"
1333,P2,INTEGRATED CAPITAL MANAGEMENT,LOS ANGELES,CA,90045,(310) 902-4188,"$48,423,212",Under $50M,"$1,452,696",Associate 2,,,6060 CENTER DRIVE
1334,P2,WINDMILL CAPITAL LLC,NEW YORK,NY,10022,(212) 935-6900,"$48,370,696",Under $50M,"$1,451,121",Associate 2,,,641 LEXINGTON AVENUE
1335,P2,"NTI MANAGERS, LLC",MOUNTAIN VIEW,CA,94043,(669) 250-2240,"$48,360,477",Under $50M,"$1,450,814",Associate 2,,,2500 OLD MIDDLEFIELD WAY
1336,P2,LABYRINTH CAPITAL PARTNERS,GREENWICH,CT,6830,(203) 273-3951,"$48,300,000",Under $50M,"$1,449,000",Associate 2,,,2 LAFAYETTE COURT
1337,P2,"NAVEMAR CAPITAL MANAGEMENT, LP",BOSTON,MA,2115,(617) 917-5506,"$48,293,358",Under $50M,"$1,448,801",Associate 2,,,177 HUNTINGTON AVENUE
1338,P2,"PLEASANT BAY CAPITAL PARTNERS, LLC",BOSTON,MA,2110,(617) 314-3950,"$48,138,800",Under $50M,"$1,444,164",Associate 2,,,99 SUMMER STREET
1339,P2,"HAWKTAIL MANAGEMENT, LLC",PALO ALTO,CA,94301,(415) 644-8914,"$48,117,907",Under $50M,"$1,443,537",Associate 2,,,314 LYTTON AVENUE
1340,P2,"BV MGMT, LLC",SAN FRANCISCO,CA,94115,(617) 823-4233,"$48,100,000",Under $50M,"$1,443,000",Associate 2,,,1015 FILLMORE ST.
1341,P2,SIDELINE GROUP,NEW YORK,NY,10014,(954) 234-7962,"$48,092,222",Under $50M,"$1,442,767",Associate 2,,,134 CHARLES STREET
1342,P2,EQUITYZEN ADVISORS LLC,NEW YORK,NY,10004,(877) 490-6121,"$47,999,204",Under $50M,"$1,439,976",Associate 2,,,1 NEW YORK PLAZA
1343,P2,LACONIA ADVISORY SERVICES LLC,NEW YORK,NY,10001,(917) 214-0564,"$47,843,957",Under $50M,"$1,435,319",Associate 2,,,276 FIFTH AVENUE
1344,P2,"MEDTEX VENTURES, LLC",NORWALK,CT,6853,(212) 230-3220,"$47,812,026",Under $50M,"$1,434,361",Associate 2,,,119 ROWAYTON AVENUE
1345,P2,CLARA PARTNERS MANAGEMENT LLC,BEVERLY HILLS,CA,90210,(310) 456-1000,"$47,800,000",Under $50M,"$1,434,000",Associate 2,,,9355 WILSHIRE BLVD
1346,P2,PARATAXIS LABS MANAGEMENT LLC,NEW YORK,NY,10020,(917) 816-7796,"$47,637,058",Under $50M,"$1,429,112",Associate 2,,,135 W 50TH STREET
1347,P2,"1 MAIN CAPITAL MANAGEMENT, LLC",WESTPORT,CT,6880,(305) 710-8509,"$47,350,000",Under $50M,"$1,420,500",Associate 2,,,8 WRIGHT STREET
1348,P2,"SALIENCE CAPITAL PARTNERS MANAGEMENT, LLC",SAN FRANCISCO,CA,94111,(415) 765-7100,"$47,272,727",Under $50M,"$1,418,182",Associate 2,,,ONE CALIFORNIA STREET
1349,P2,"SEMANTEON CAPITAL MANAGEMENT, LP",NEWTON,MA,2458,(617) 213-0162,"$47,170,143",Under $50M,"$1,415,104",Associate 2,,,580 WASHINGTON ST.
1350,P2,DERIVE VENTURES,SAN FRANCISCO,CA,94123,(804) 366-8024,"$47,145,229",Under $50M,"$1,414,357",Associate 2,,,2120 UNION STREET
1351,P2,KNM SERVICES INC,NEW YORK,NY,10022,(212) 218-8882,"$47,033,971",Under $50M,"$1,411,019",Associate 2,,,641 LEXINGTON AVENUE
1352,P2,"OCVC, LLC",NEWPORT BEACH,CA,92660,(949) 734-0408,"$46,994,837",Under $50M,"$1,409,845",Associate 2,,,660 NEWPORT CENTER DRIVE
1353,P2,GRANITE HILL CAPITAL PARTNERS,SAN FRANCISCO,CA,94129,(302) 531-1139,"$46,847,214",Under $50M,"$1,405,416",Associate 2,,,39 MESA STREET
1354,P2,"ACIES INVESTMENTS MANAGEMENT, LLC",MANHATTAN BEACH,CA,90266,(917) 992-1946,"$46,831,335",Under $50M,"$1,404,940",Associate 2,,,1219 MORNINGSIDE DRIVE
1355,P2,"FIRSTMILE VENTURES, LLC",COLORADO SPRINGS,CO,80906-3880,(719) 238-0853,"$46,665,909",Under $50M,"$1,399,977",Associate 2,,,630 SOUTHPOINTE CT
1356,P2,SELVA VENTURES,LOS ANGELES,CA,90025,(310) 413-9793,"$46,268,878",Under $50M,"$1,388,066",Associate 2,,,12400 WILSHIRE BLVD #1170
1357,P2,"KAI MANAGEMENT GROUP, LLC",NEW YORK,NY,10013,(646) 526-4899,"$46,181,428",Under $50M,"$1,385,443",Associate 2,,,6 ST JOHNS LN
1358,P2,DKR CAPITAL PARTNERS L.P.,GREENWICH,CT,6831,(203) 324-8443,"$46,087,985",Under $50M,"$1,382,640",Associate 2,,,263 GLENVILLE ROAD
1359,P2,HUMAN VENTURES LLC,NEW YORK,NY,10036,(504) 475-0222,"$46,049,512",Under $50M,"$1,381,485",Associate 2,,,580 FIFTH AVENUE
1360,P2,ORACLUM CAPITAL MANAGEMENT LLC,NEW YORK,NY,10007,(212) 220-8407,"$46,000,000",Under $50M,"$1,380,000",Associate 2,,,285 FULTON STREET
1361,P2,MEYER GLOBAL MANAGEMENT LLC,NEW YORK,NY,10001,(929) 565-4560,"$45,864,309",Under $50M,"$1,375,929",Associate 2,,,1178 BROADWAY
1362,P2,AESTUS CAPITAL,MENLO PARK,CA,94025,(650) 814-7867,"$45,862,260",Under $50M,"$1,375,868",Associate 2,,,405 EL CAMINO REAL
1363,P2,M VENTURES,LOS ANGELES,CA,90038,(310) 859-4024,"$45,856,326",Under $50M,"$1,375,690",Associate 2,,,6555 BARTON AVE
1364,P2,"STELLAR VENTURES MANAGEMENT, LLC",LOS ALTOS,CA,94022,(650) 394-3488,"$45,797,265",Under $50M,"$1,373,918",Associate 2,,,199 1ST STREET
1365,P2,"SAV MANAGEMENT COMPANY, LLC",PALO ALTO,CA,94306,(650) 898-9470,"$45,744,317",Under $50M,"$1,372,330",Associate 2,,,425 PAGE MILL RD #200
1366,P2,"VALARA CAPITAL MANAGEMENT, LLC",ARMONK,NY,10504,(914) 251-1392,"$45,726,101",Under $50M,"$1,371,783",Associate 2,,,84 BUSINESS PARK DRIVE
1367,P2,OVERWATER VENTURES LLC,PALO ALTO,CA,94304,(408) 502-6953,"$45,636,088",Under $50M,"$1,369,083",Associate 2,,,3175 HANOVER STREET
1368,P2,"25MADISON VENTURES MANAGEMENT COMPANY, LLC",NEW YORK,NY,10003-4720,(917) 808-4200,"$45,450,000",Under $50M,"$1,363,500",Associate 2,,,817 BROADWAY FL. 7
1369,P2,ASSETFORT ADVISORS LLC,MENLO PARK,CA,94025,(650) 270-4988,"$45,187,118",Under $50M,"$1,355,614",Associate 2,,,450 COTTON STREET
